filepath,filename,coupling,interaction_class,potential,source,sector,contains_antimatter,label
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-nucleon/electron-Nucleon/45Wei Xiao_2024_m_abs_eN.csv,45Wei Xiao_2024_m_abs_eN,gAgA,lepton-nucleon,V4+5,Wei Xiao2024,eN,False,Wei Xiao2024 (e-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Haddock_2018a_m_abs_nN.csv,45Haddock_2018a_m_abs_nN,gAgA,nucleon-nucleon,V4+5,Haddock,nN,False,Haddock (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45voronin_2020_m_abs_NN.csv,45voronin_2020_m_abs_NN,gAgA,nucleon-nucleon,V4+5,oronin2020,nN,False,oronin2020 (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Wei_2022a_m_abs_nN.csv,45Wei_2022a_m_abs_nN,gAgA,nucleon-nucleon,V4+5,Wei,nN,False,Wei (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/2Vasilakis_2009_1_m_abs_ee.csv,2Vasilakis_2009_1_m_abs_ee,gAgA,nucleon-nucleon,V2,Vasilakis2009,ee,False,Vasilakis2009 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/3Ramsey_1979_m_abs_np.csv,3Ramsey_1979_m_abs_np,gAgA,nucleon-nucleon,V2+3,Ramsey1979,np,False,Ramsey1979 (n-p)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/3Vasilakis_2009_m_abs_nn.csv,3Vasilakis_2009_m_abs_nn,gAgA,nucleon-nucleon,V2+3,Vasilakis2009,nn,False,Vasilakis2009 (n-n)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Clayburn_2023c_m_abs_pN.csv,45Clayburn_2023c_m_abs_pN,gAgA,nucleon-nucleon,V4+5,Clayburn,pN,False,Clayburn (p-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/2ledbetter_2013_m_abs_pN.csv,2ledbetter_2013_m_abs_pN,gAgA,nucleon-nucleon,V2,edbetter2013,pN,False,edbetter2013 (p-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Su_2021b_m_abs_NN.csv,45Su_2021b_m_abs_NN,gAgA,nucleon-nucleon,V4+5,Su,nN,False,Su (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/1aNNastro_m_abs.csv,1aNNastro_m_abs,gAgA,nucleon-nucleon,V1a,NNastro,NNastro,False,NNastro (N-N (astro))
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Wei_2022b_m_abs_pN.csv,45Wei_2022b_m_abs_pN,gAgA,nucleon-nucleon,V4+5,Wei,pN,False,Wei (p-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/2Kimball_2010_m_abs_np.csv,2Kimball_2010_m_abs_np,gAgA,nucleon-nucleon,V2,Kimball2010,np,False,Kimball2010 (n-p)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/8Kimball_2010_m_abs_np.csv,8Kimball_2010_m_abs_np,gAgA,nucleon-nucleon,V8,Kimball2010,np,False,Kimball2010 (n-p)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Parnell_2020_m_abs_nN.csv,45Parnell_2020_m_abs_nN,gAgA,nucleon-nucleon,V4+5,Parnell2020,nN,False,Parnell2020 (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/3Kimball_2010_m_abs_np.csv,3Kimball_2010_m_abs_np,gAgA,nucleon-nucleon,V2+3,Kimball2010,np,False,Kimball2010 (n-p)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/3Ledbetter_2013_m_abs_pN.csv,3Ledbetter_2013_m_abs_pN,gAgA,nucleon-nucleon,V2+3,Ledbetter2013,pN,False,Ledbetter2013 (p-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/451_Wu_2023_m_abs_nN.csv,451_Wu_2023_m_abs_nN,gAgA,nucleon-nucleon,V4+5,Wu2023,nN,False,Wu2023 (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Clayburn_2023b_m_abs_nN.csv,45Clayburn_2023b_m_abs_nN,gAgA,nucleon-nucleon,V4+5,Clayburn,nN,False,Clayburn (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/nucleon-nucleon/45Haddock_2018b_m_abs_nN copy.csv,45Haddock_2018b_m_abs_nN copy,gAgA,nucleon-nucleon,V4+5,Haddock,nN,False,Haddock (n-N)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/1a_eeastro_m_abs.csv,1a_eeastro_m_abs,gAgA,lepton-lepton,V1a,eeastro,eastro,False,eeastro (e (astro))
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/3Fadeev_2022_3_m_abs_emubar.csv,3Fadeev_2022_3_m_abs_emubar,gAgA,lepton-lepton,V2+3,Fadeev2022,emubar,True,Fadeev2022 (e-μ̄)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/3Terrano_2015_m_abs_ee.csv,3Terrano_2015_m_abs_ee,gAgA,lepton-lepton,V2+3,Terrano2015,ee,False,Terrano2015 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Kotler_2015_m_abs_ee.csv,2Kotler_2015_m_abs_ee,gAgA,lepton-lepton,V2,Kotler2015,ee,False,Kotler2015 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Hunter_2013_2_m_abs_ee.csv,2Hunter_2013_2_m_abs_ee,gAgA,lepton-lepton,V2,Hunter2013,ee,False,Hunter2013 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Karshenboim_2011_4_m_abs_emu.csv,2Karshenboim_2011_4_m_abs_emu,gAgA,lepton-lepton,V2,Karshenboim2011,emu,False,Karshenboim2011 (e-μ)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Almasi2020_m_abs_ee.csv,2Almasi2020_m_abs_ee,gAgA,lepton-lepton,V2,Almasi2020,ee,False,Almasi2020 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Ritter_1990_m_abs_ee.csv,2Ritter_1990_m_abs_ee,gAgA,lepton-lepton,V2,Ritter1990,ee,False,Ritter1990 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Ficek_2017_V2_m_abs_ee.csv,2Ficek_2017_V2_m_abs_ee,gAgA,lepton-lepton,V2,Ficek2017,ee,False,Ficek2017 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Karshenboim_2011_3_m_abs_eebar.csv,2Karshenboim_2011_3_m_abs_eebar,gAgA,lepton-lepton,V2,Karshenboim2011,eebar,True,Karshenboim2011 (e⁻-e⁺)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/3Ficek_2017_2_m_abs_ee.csv,3Ficek_2017_2_m_abs_ee,gAgA,lepton-lepton,V2+3,Ficek2017,ee,False,Ficek2017 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Rong_2018_m_abs_ee.csv,2Rong_2018_m_abs_ee,gAgA,lepton-lepton,V2,Rong2018,ee,False,Rong2018 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/45Ficek_2017_V4+5_m_abs_ee.csv,45Ficek_2017_V4+5_m_abs_ee,gAgA,lepton-lepton,V4+5,Ficek2017,ee,False,Ficek2017 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Jiao_2019_m_abs_ee.csv,2Jiao_2019_m_abs_ee,gAgA,lepton-lepton,V2,Jiao2019,ee,False,Jiao2019 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/8Hunter_2014_2_m_abs_ee.csv,8Hunter_2014_2_m_abs_ee,gAgA,lepton-lepton,V8,Hunter2014,ee,False,Hunter2014 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/3Fadeev_2022_2_m_abs_ebare.csv,3Fadeev_2022_2_m_abs_ebare,gAgA,lepton-lepton,V2+3,Fadeev2022,eebar,True,Fadeev2022 (e⁻-e⁺)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/2Heckel_2013_m_abs_ee.csv,2Heckel_2013_m_abs_ee,gAgA,lepton-lepton,V2,Heckel2013,ee,False,Heckel2013 (e⁻-e⁻)
/home/user/spindep_framework/spindep/datasets/normalized/gAgA/lepton-lepton/8Ji_2018_m_abs_ee.csv,8Ji_2018_m_abs_ee,gAgA,lepton-lepton,V8,Ji2018,ee,False,Ji2018 (e⁻-e⁻)
